An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc.  Verizon Communications Inc. and NTT Corp. of Japan .,neutral
The contract value amounts to EUR 2.4 million .,neutral
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,neutral
Retail chain Suomen L+�hikauppa was given the index 5.8  airline SAS 5.8  TeliaSonera 's broadband 6.1  German retail chain Lidl 6.1  Tele Finland 's mobile subscriptions 6.1  Tallink shipping line 6.3  and power company Helsinki Energy 6.3 .,neutral
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral
The Costanza light  with an aluminum base and washable shade  comes in white  pistachio  orange  blue and red .,neutral
The duration of the contract is 37 months .,neutral
The project will be a 2 x 600 MW coal-fired power plant  located some 420 km south of Hanoi  the company said .,neutral
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,neutral
Sanoma Learning & Literature  offering print and digital learning materials  is present in eleven countries .,neutral
The new location is n't the only change Wellmont has in store for its air transport service .,neutral
Via the move  the company aims annual savings of some EUR3m  the main part of which are expected to be realized this year .,positive
( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan  Morocco and Ireland .,positive
According to CapMan Plc 's Corporate Governance  the majority of the committees ' members shall be independent of the Company .,neutral
EPS from continuing operations came in at 0.30 eur  up from 0.17 .,positive
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,neutral
The purchase price was not disclosed .,neutral
The mall is part of the Baltic Pearl development project in the city of St Petersburg  where Baltic Pearl CJSC  a subsidiary of Shanghai Foreign Joint Investment Company  is developing homes for 35000 people .,neutral
Metsaliitto will sell 1.1 million B shares of Neomarkka  accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .,neutral
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,neutral
In 2007  the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June  2008 .,neutral
Altona stated that the private company of Altona chairman Kevin Maloney  Tulla Resources  would take up its entitlement in full .,neutral
The contract comprises a log handling line  a peeling line  and a veneer drying and grading line .,neutral
Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,neutral
Founded in 2000  BioView automates laboratory tests  especially diagnostic tests for cancer .,neutral
Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,neutral
Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .,positive
Changes being announced today will be effective after the close of trading on Friday  June 19  2009 .,neutral
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,neutral
`` We 're delighted with the move '' says Morna Cowie  co-owner  above  `` it 's double the size of our current shop and has a lovely feel to it . '',positive
`` The implementation of these programs has had  and will have  negative impacts on 2006 and 2007 earnings  '' Mr Meiklejohn said .,negative
Liquid handling products include electronic and mechanical pipettes  disposable tips as well as pipette maintenance and calibration services for research institutions  healthcare and industrial laboratories .,neutral
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,neutral
As a part of the plan  the Board of Directors decided to transfer a maximum of 330000 shares held by the company in a share issue against payment directed to Aspo Management Oy  a holding company acquired by the management .,neutral
"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes , 70 % of sales go to the Moscow region  about 20 % to the St Petersburg region  and the remainder to other locations .",neutral
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative
Operating loss was EUR 179mn  compared to a loss of EUR 188mn in the second quarter of 2009 .,positive
The deal was worth about EUR 1.2 mn .,neutral
Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj  Bertrand Sciard  President and CEO  tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .,neutral
Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,neutral
Sampo Bank 's market share of lending was 13.6 %  down from 14.4 % in the first quarter of 2008 .,negative
Exports grew 16.5 percent to 19.1 million liters .,positive
The share sale  to foreign and Finnish investors  is expected to raise some euro300 million ( US$ 380 million ) .,neutral
Metso is a global supplier of sustainable technology and services for mining  construction  power generation  automation  recycling and the pulp and paper industries .,neutral
One price category is for calls on the preferred operator 's network  and another for calls on other operators ' networks .,neutral
Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday  April 27  2007 approximately at 8.30 a.m. Finnish time .,neutral
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,positive
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,neutral
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,positive
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive
Operating profit for 2009 lower than outlook published earlier .,negative
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative
CompaniesandMarkets.com provides a wide range of research reports  industry statistics and competitive intelligence on the industrial sector .,neutral
The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State  Brazil .,positive
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,negative
CapMan has four investment areas ( CapMan Buyout  CapMan Technology  CapMan Life Science and CapMan Real Estate )  and each of them has a dedicated team .,neutral
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,positive
Finnish construction company YIT Oyj said on November 13  2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy .,positive
The businesses to be divested offer dairy  edible fats  ready-meal and ice-cream packaging to multinational and local customers .,neutral
EBIT excluding non-recurring items was estimated to increase from 2009 .,positive
The value of the deal was not disclosed .,neutral
Currently  YIT builds a housing estate Zapadnye Vorota 26000 square metres in the city and a house 9910 square metres  which will be completed at the end of 2009 .,neutral
Operating loss totalled EUR 5.2 mn  compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .,negative
Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,neutral
Lifetree was founded in 2000  and its revenues have risen on an average by 40 % with margins in late 30s .,positive
Return on capital employed rose by 4.8 percentage points to 19.6 % .,positive
Arvo Vuorenmaa  the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .,positive
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive
Strong growth has continued also in China .,positive
Kaleva Kustannus Oy ( business ID 0187274-0 ) has  according to its notice  on 10 August 2009 acquired 4458000 Alma Media shares .,neutral
`` Tweeple should check who 's following them  and be cautious when clicking on URLs and tinyurls . '',neutral
The Tekla Structures product box  if needed  is now made from recycled material .,neutral
In Q1 of 2009  the company 's operating loss totalled EUR 0.3 mn  compared to a profit of EUR 3.6 mn in Q1 of 2008 .,negative
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral
18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation  manufacturing  distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .,positive
Vaisala also said it expects net sales of EUR 253.2 million for 2010  compared with EUR 252.2 million recorded in 2009 .,positive
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+�rbindelsen bridge in Gothenburg in Sweden .,positive
Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,neutral
Finnish IT consultancy Satama Interactive Oyj said on November 13  2006 that Jarmo Lonnfors took up the position of CEO .,neutral
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,neutral
Performance in the second half of 2009 exceeded expectations .,positive
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,positive
The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction  energy distribution and municipalities .,neutral
The sale will be finalized in September or October  the company said .,neutral
Uponor improved its performance in spite of the decrease in residential construction in the US .,positive
At the beginning of the subscription period on May 2  2006 the share subscription price under B option right is EUR 10.22 per share .,neutral
The announcement pushed Freenet shares down 6.3 %  or EUR0 .71  in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .,negative
The company is well positioned in Brazil and Uruguay .,positive
What would you like to see changed on Nokia 's next attempt ?,neutral
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,neutral
The closing of such transaction took place today .,neutral
Finnish newspaper publisher Sanoma  of media group SanomaWSOY  is merging its free sheets Uutislehti 100 and Metro as of mid-September 2008 to form a new free sheet to be named Metro .,neutral
The 3C Expo is a signature show in Dongguan  which is supported by the Dongguan Municipal Government every year  featuring computer accessories  software  communication and network products .,neutral
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,positive
The company operates a U.S. division in Lisle  Ill. .,neutral
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,neutral
The Group also has a strong global position in other fishing categories .,positive
Olvi  which controls a 94 percent stake in Ragutis through A. Le Coq  said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year  a rise of 20.4 percent from 12.49 million euros in 2004 .,positive
Net profit in the same period in 2006 was (  x20ac ) 172 million .,neutral
The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros  13.8 % up on the year  the company said earlier .,positive
Foodservice and consumer goods markets are served by approximately 13000 people in 54 manufacturing units and several sales offices in 33 countries .,neutral
Following the registration  the number of issued and outstanding shares of Basware is 12890829 .,neutral
The total investment in the company will be EUR58m  of which Wartsila 's share will be EUR29m .,neutral
They are responsible for their own operations  customer relationships  and the development of these .,neutral
The objective of the planned measures is to achieve significant savings in the next few years .,positive
Curators have divided their material into eight themes .,neutral
Operating profit totalled EUR 83.0 mn  up from EUR 23.5 mn year-on-year .,positive
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,positive
The group 's net sales in 2007 were EUR683 .6 m.,neutral
A quick `` one-stop-shop '' to understand the company .,neutral
The diesel margin has remained high .,positive
Net sales have been eaten by the weak US dollar .,negative
Okmetic revised its 2010 financial outlook based on its order book .,neutral
Productional situation has now improved .,positive
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,negative
Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services  as well as rental and sale of modular space .,neutral
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative
- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia  making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR,positive
Since the registration of the shares subscribed in a directed share issue  the new number of Panostaja shares and voting rights is 41733110 .,neutral
Revenues at the same time grew 14 percent to 43 million euros .,positive
The company operates worldwide and employs in total approximately 47000 persons .,neutral
Tecnomen 's system features a new range of value-added services for prepaid and post-paid billing  charging and rating of voice calls  data traffic  or any kind of content services in both mobile and fixed networks .,neutral
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,positive
When the product is manufactured in Finland  it is also packed in the country .,neutral
The mill has long traditions and holds an established position in the markets .,positive
Nokia Siemens Networks provides mobile and fixed network infrastructure  communications and networks service platforms  as well as professional services  to operators and service providers .,neutral
The revenues of the business reached NOK 12 million for 2008 .,neutral
The site will cover over six hectares .,neutral
`` Consumers have very well received our packed fresh meat .,positive
Under Finnish law  Parliament grants licences to build nuclear power plants .,neutral
The acquisition is expected to improve access to chrome ore resources in Turkey .,positive
The arrangements do not apply to the group 's units outside Finland .,neutral
Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room  Aleksanterinkatu 17  the same day at 12:30 - 1:30 p.m. Light lunch will be served .,neutral
Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,neutral
Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,neutral
Huhtamaki 's rigid plastic consumer goods operations  which are mainly in Europe  will be separated into a new reporting segment as of 1 January 2009 .,neutral
The add-on order contains  among others  control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .,neutral
Samsung currently occupies third place and lost ground during the quarter  dropping by 1.8 % to an 11.1 % share overall .,negative
This new deal has strengthened the partnership from Telemig Celular and Tecnomen  which it has started since the beginning of Telemig 's prepaid operations .,positive
Nordea sees a return to positive growth for the Baltic countries in 2011 .,positive
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,negative
Nevertheless  its market share rose to 49.14 percent from 48.51 percent a year earlier .,positive
We are now taking Marimekko there on a distinctly more significant scale .,neutral
The costs of the new ropax vessels are 30 % lower than those of the present ones .,positive
Union and company officials did not return calls yesterday .,neutral
At the moment  there are approximately 20 Vianor sales offices in Russia .,neutral
fi is developing cooperation in keyword advertising with Microsoft .,positive
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative
Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads  bridges  airports and shops are being built .,neutral
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,positive
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,neutral
YIT CORPORATION SEPT. 24  2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON  SEPT. 26  2007 On Wednesday  September 26  2007  YIT will hold a Capital Markets Day for investors and analysts in London .,neutral
Rimi supermarket is the key customer in Magistral center .,neutral
Viking Line manages well with its current ferries .,positive
The company designs  manufactures and markets high-quality clothing  interior decoration textiles  bags and other accessories .,neutral
Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,neutral
The Helsinki-based company  which also owns the Salomon  Atomic and Suunto brands  said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million )  from (  x20ac ) 40.8 million a year earlier .,positive
At this growth rate  paying off the national debt will be extremely painful .,negative
The employee negotiations are to address measures needed to adjust the operations to the present production situation .,neutral
The Board of Directors was authorized to decide on other terms of the share issue .,neutral
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,neutral
The firm builds components for mobile phones and other communications products .,neutral
Jeder Beta-Tester erh+�lt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+�glichkeit  die finale Version zu beeinflussen .,neutral
The company has delivered the technical infrastructure  used by NAV for their data warehouse and business intelligence initiatives .,neutral
